*sample_name,biosample number,sample_title,bioproject_accession,*organism,host,isolation_source,*collection_date,*geo_loc_name,*lat_lon,altitude,ref_biomaterial,rel_to_oxygen,samp_collect_device,samp_mat_process,samp_size,source_material_id,description,*env_biome,*env_feature,*env_material,Room number and pen (i.e. crate) ID ,Cohort,Antibiotic regimen,Probiotic regimen,Dysentery,DNA extraction plate ID,DNA extraction well ID,Sample_storage_temperature,host_body_habitat,host_diet,host_last_meal,host_life_stage,host_sex,TATTOO,Crate before start of the trial,NURSING_DAM,BIRTH_DAY,LINE,CROSS_BREED,STIGSIRE (male parent),STIGDAM (female parent),host_weight,,,,,,,,,,,,,,
Fe14/14260,SAMN11098130Ê,,PRJNA526405,Pig gut metagenome,Pig,14260,14/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 13 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,3E,Neomycin+ColiGuard,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day ColiGuard oral paste for 14 days; start on: 06/02/2017,0,plate_3,A2,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14260,B8,Y09733,1/10/2017 0:00:00,316,Duroc x Landrace,BR06957,Y09733,11.4,,,,,,,,,,,,,,
Fe14/14195,SAMN11098131Ê,,PRJNA526405,Pig gut metagenome,Pig,14195,14/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 13 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,3E,Neomycin+ColiGuard,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day ColiGuard oral paste for 14 days; start on: 06/02/2017,0,plate_2,C7,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14195,B2,210747,1/8/2017 0:00:00,316,Duroc x Landrace,BR06957,210747,10.6,,,,,,,,,,,,,,
Fe14/29655,SAMN11098132Ê,,PRJNA526405,Pig gut metagenome,Pig,29655,14/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 13 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,3E,Neomycin+ColiGuard,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day ColiGuard oral paste for 14 days; start on: 06/02/2017,0,plate_1,H6,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29655,A25,316703,1/8/2017 0:00:00,326,Duroc x Large white,BR04050,316703,10.9,,,,,,,,,,,,,,
Fe14/14171,SAMN11098133Ê,,PRJNA526405,Pig gut metagenome,Pig,14171,14/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 13 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,3E,Neomycin+ColiGuard,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day ColiGuard oral paste for 14 days; start on: 06/02/2017,0,plate_6,A10,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14171,A23,T12057,1/6/2017 0:00:00,319,Landrace x Cross bred (LW x D),BY12386,T12057,7.4,,,,,,,,,,,,,,
Fe14/29745,SAMN11098134Ê,,PRJNA526405,Pig gut metagenome,Pig,29745,14/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 13 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,3F,Neomycin+ColiGuard,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day ColiGuard oral paste for 14 days; start on: 06/02/2017,0,plate_1,D5,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29745,B33,40486,1/9/2017 0:00:00,326,Large white x Duroc,BB18188,40486,6.9,,,,,,,,,,,,,,
Fe14/29645,SAMN11098135Ê,,PRJNA526405,Pig gut metagenome,Pig,29645,14/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 13 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,3F,Neomycin+ColiGuard,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day ColiGuard oral paste for 14 days; start on: 06/02/2017,0,plate_6,E9,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29645,A41,408216,1/7/2017 0:00:00,326,Large white x Duroc,BB17642,R03999,8.3,,,,,,,,,,,,,,
Fe14/29643,SAMN11098136Ê,,PRJNA526405,Pig gut metagenome,Pig,29643,14/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 13 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,3F,Neomycin+ColiGuard,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day ColiGuard oral paste for 14 days; start on: 06/02/2017,0,plate_2,B6,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29643,A29,60581,1/7/2017 0:00:00,326,Large white x Duroc,BB17642,R03999,12.3,,,,,,,,,,,,,,
Fe14/14261,SAMN11098137Ê,,PRJNA526405,Pig gut metagenome,Pig,14261,14/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 13 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,3F,Neomycin+ColiGuard,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day ColiGuard oral paste for 14 days; start on: 06/02/2017,0,plate_2,F9,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14261,B8,Y09733,1/10/2017 0:00:00,316,Duroc x Landrace,BR06957,Y09733,10.5,,,,,,,,,,,,,,
Fe14/14186,SAMN11098138Ê,,PRJNA526405,Pig gut metagenome,Pig,14186,14/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 13 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,3F,Neomycin+ColiGuard,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day ColiGuard oral paste for 14 days; start on: 06/02/2017,0,plate_2,E11,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14186,B2,210747,1/8/2017 0:00:00,316,Duroc x Landrace,BR06957,210747,7.3,,,,,,,,,,,,,,
Fe14/29646,SAMN11098139Ê,,PRJNA526405,Pig gut metagenome,Pig,29646,14/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 13 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,3F,Neomycin+ColiGuard,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,1g/day ColiGuard oral paste for 14 days; start on: 06/02/2017,0,plate_2,C12,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29646,A29,60581,1/7/2017 0:00:00,326,Large white x Duroc,BB17642,R03999,9.5,,,,,,,,,,,,,,
Fe14/14190,SAMN11098140Ê,,PRJNA526405,Pig gut metagenome,Pig,14190,14/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 13 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,4A,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_6,C7,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14190,B2,210747,1/8/2017 0:00:00,316,Duroc x Landrace,BR06957,210747,10.7,,,,,,,,,,,,,,
Fe14/29797,SAMN11098141Ê,,PRJNA526405,Pig gut metagenome,Pig,29797,14/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 13 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,4A,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_1,F7,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29797,B37,B12474,1/10/2017 0:00:00,326,Duroc x Large white,BR07264,B12474,6.6,,,,,,,,,,,,,,
Fe14/29781,SAMN11098142Ê,,PRJNA526405,Pig gut metagenome,Pig,29781,14/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 13 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,4A,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_2,B10,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29781,B10,32719,1/10/2017 0:00:00,326,Duroc x Large white,BR05918,32719,6.1,,,,,,,,,,,,,,
Fe14/29668,SAMN11098143Ê,,PRJNA526405,Pig gut metagenome,Pig,29668,14/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 13 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,4A,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_2,F12,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29668,A26,315286,1/8/2017 0:00:00,326,Duroc x Large white,BR06957,315286,8,,,,,,,,,,,,,,
Fe14/14265,SAMN11098144Ê,,PRJNA526405,Pig gut metagenome,Pig,14265,14/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 13 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,4A,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_5,D1,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14265,B8,Y09733,1/10/2017 0:00:00,316,Duroc x Landrace,BR06957,Y09733,8.9,,,,,,,,,,,,,,
Fe14/29653,SAMN11098145Ê,,PRJNA526405,Pig gut metagenome,Pig,29653,14/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 13 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,4A,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_1,D12,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29653,A25,316703,1/8/2017 0:00:00,326,Duroc x Large white,BR04050,316703,11.8,,,,,,,,,,,,,,
Fe14/29633,SAMN11098146Ê,,PRJNA526405,Pig gut metagenome,Pig,29633,14/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 13 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,4B,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_1,B7,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29633,A29,60581,1/7/2017 0:00:00,326,Duroc x Large white,BR06957,B11802,9.2,,,,,,,,,,,,,,
Fe14/14208,SAMN11098147Ê,,PRJNA526405,Pig gut metagenome,Pig,14208,14/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 13 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,4B,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_2,A5,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14208,B4,Y08266,1/9/2017 0:00:00,316,Duroc x Landrace,BR06957,Y08266,9.8,,,,,,,,,,,,,,
Fe14/14305,SAMN11098148Ê,,PRJNA526405,Pig gut metagenome,Pig,14305,14/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 13 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,4B,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_1,D6,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14305,B42,21272,1/11/2017 0:00:00,316,Duroc x Landrace,BR07264,21272,8.5,,,,,,,,,,,,,,
Fe14/29949,SAMN11098149Ê,,PRJNA526405,Pig gut metagenome,Pig,29949,14/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 13 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,4B,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_1,F5,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29949,B23,315132,1/11/2017 0:00:00,326,Duroc x Large white,BR07264,315132,7.3,,,,,,,,,,,,,,
Fe14/29796,SAMN11098150Ê,,PRJNA526405,Pig gut metagenome,Pig,29796,14/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 13 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,4B,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_2,B9,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29796,B15,317019,1/10/2017 0:00:00,326,Duroc x Large white,BR07264,B12474,8.7,,,,,,,,,,,,,,
Fe14/29777,SAMN11098151Ê,,PRJNA526405,Pig gut metagenome,Pig,29777,14/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 13 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,4B,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_2,A10,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29777,B10,32719,1/10/2017 0:00:00,326,Duroc x Large white,BR05918,32719,5.9,,,,,,,,,,,,,,
Fe14/29847,SAMN11098152Ê,,PRJNA526405,Pig gut metagenome,Pig,29847,14/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 13 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,4C,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_2,C3,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29847,A35,40516,1/10/2017 0:00:00,326,Large white x Duroc,BB17642,40516,8.6,,,,,,,,,,,,,,
Fe14/29793,SAMN11098153Ê,,PRJNA526405,Pig gut metagenome,Pig,29793,14/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 13 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,4C,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_1,H1,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29793,B62,316981,1/10/2017 0:00:00,326,Duroc x Large white,BR07264,B12474,7.7,,,,,,,,,,,,,,
Fe14/29753,SAMN11098154Ê,,PRJNA526405,Pig gut metagenome,Pig,29753,14/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 13 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,4C,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_2,F2,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29753,B44,B11439,1/9/2017 0:00:00,326,Duroc x Large white,BR05942,B11439,9.4,,,,,,,,,,,,,,
Fe14/29743,SAMN11098155Ê,,PRJNA526405,Pig gut metagenome,Pig,29743,14/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 13 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,4C,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_1,D10,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29743,B33,40486,1/9/2017 0:00:00,326,Large white x Duroc,BB18188,40486,7.5,,,,,,,,,,,,,,
Fe14/29718,SAMN11098156Ê,,PRJNA526405,Pig gut metagenome,Pig,29718,14/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 13 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,4C,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_1,F9,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29718,B13,Y08843,1/9/2017 0:00:00,326,Large white x Duroc,BB19727,40519,9.2,,,,,,,,,,,,,,
Fe14/29694,SAMN11098157Ê,,PRJNA526405,Pig gut metagenome,Pig,29694,14/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 13 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,4C,Neomycin,0.1 mL/day  intramuscular injection of neomycin (200mg/mL) for 5 days; start on: 01/02/2017,not applicable,0,plate_5,F11,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29694,A37,319096,1/8/2017 0:00:00,326,Duroc x Large white,BR06957,9128,9.1,,,,,,,,,,,,,,
Fe16/14233,SAMN11098158Ê,,PRJNA526405,Pig gut metagenome,Pig,14233,16/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 15 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2A,D-scour,not applicable,1g/day D-Scour oral paste for 14 days; start on: 01/02/2017,0,plate_9,C7,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14233,A35,40516,1/9/2017 0:00:00,316,Duroc x Landrace,BR06957,21528,not available,,,,,,,,,,,,,,
Fe16/29792,SAMN11098159Ê,,PRJNA526405,Pig gut metagenome,Pig,29792,16/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 15 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2A,D-scour,not applicable,1g/day D-Scour oral paste for 14 days; start on: 01/02/2017,0,plate_10,B5,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29792,B10,32719,1/10/2017 0:00:00,326,Duroc x Large white,BR07264,B12474,not available,,,,,,,,,,,,,,
Fe16/29914,SAMN11098160Ê,,PRJNA526405,Pig gut metagenome,Pig,29914,16/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 15 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2B,D-scour,not applicable,1g/day D-Scour oral paste for 14 days; start on: 01/02/2017,0,plate_9,B3,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29914,B50,315875,1/11/2017 0:00:00,326,Duroc x Large white,BR05918,315875,not available,,,,,,,,,,,,,,
Fe16/14172,SAMN11098161Ê,,PRJNA526405,Pig gut metagenome,Pig,14172,16/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 15 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2B,D-scour,not applicable,1g/day D-Scour oral paste for 14 days; start on: 01/02/2017,0,plate_10,H9,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14172,A23,T12057,1/6/2017 0:00:00,319,Landrace x Cross bred (LW x D),BY12386,T12057,not available,,,,,,,,,,,,,,
Fe16/14172.2,SAMN11098162Ê,,PRJNA526405,Pig gut metagenome,Pig,14172,16/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 15 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2B,D-scour,not applicable,1g/day D-Scour oral paste for 14 days; start on: 01/02/2017,0,plate_10,H10,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14172,A23,T12057,1/6/2017 0:00:00,319,Landrace x Cross bred (LW x D),BY12386,T12057,not available,,,,,,,,,,,,,,
Fe16/29778,SAMN11098163Ê,,PRJNA526405,Pig gut metagenome,Pig,29778,16/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 15 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2C,D-scour,not applicable,1g/day D-Scour oral paste for 14 days; start on: 01/02/2017,0,plate_10,E7,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29778,B10,32719,1/10/2017 0:00:00,326,Duroc x Large white,BR05918,32719,not available,,,,,,,,,,,,,,
Fe16/14273,SAMN11098164Ê,,PRJNA526405,Pig gut metagenome,Pig,14273,16/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 15 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,2C,D-scour,not applicable,1g/day D-Scour oral paste for 14 days; start on: 01/02/2017,0,plate_9,A6,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,14273,B27,210080,1/10/2017 0:00:00,316,Duroc x Landrace,BR06957,210080,not available,,,,,,,,,,,,,,
Fe16/29863,SAMN11098165Ê,,PRJNA526405,Pig gut metagenome,Pig,29863,16/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 15 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,3A,ColiGuard,not applicable,1g/day ColiGuard oral paste for 14 days; start on: 01/02/2017,0,plate_9,H8,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29863,B6,910916,1/11/2017 0:00:00,326,Duroc x Large white,BR05942,314656,not available,,,,,,,,,,,,,,
Fe16/29692,SAMN11098166Ê,,PRJNA526405,Pig gut metagenome,Pig,29692,16/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 15 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,3A,ColiGuard,not applicable,1g/day ColiGuard oral paste for 14 days; start on: 01/02/2017,0,plate_10,E9,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29692,B4,Y08266,1/8/2017 0:00:00,326,Duroc x Large white,BR06957,9128,not available,,,,,,,,,,,,,,
Fe16/29901,SAMN11098167Ê,,PRJNA526405,Pig gut metagenome,Pig,29901,16/02/17 0:00,"NSW, Australia","34.1273å¡ S, 150.7387å¡ E",91.1,,,,,,,"DNA extracted from faecal metagenomic sample of Male pig, 15 day(s) after the start of treatment ",Host- gut,Faecal ,Faecal ,3B,ColiGuard,not applicable,1g/day ColiGuard oral paste for 14 days; start on: 01/02/2017,0,plate_9,D2,-80C,Intestinal Tract,Commercial pellets,Commercial pellets,Weaner,Male,29901,B55,315649,1/11/2017 0:00:00,326,Duroc x Large white,BR07264,315649,not available,,,,,,,,,,,,,,
